Course,Topic,Unit,What to Cover,Unit Type,PPT,Code Files,Embedded links,Code File,S3 Links,Final Status,Given for Loading,Beta Status,Gamma Status,Review / Updation,Prod Status,Unit Link,s-id,t-id
AI Vision Systems: Detection & Segmentation,Transfer Learning & Fine-tuning,Building Custom Datasets,"Dataset collection strategies
Web scraping for images (ethical considerations)
Data cleaning and validation
Annotation tools (LabelImg, CVAT, Roboflow)
Dataset versioning (DVC)
Train/val/test splitting strategies",Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Transfer Learning & Fine-tuning,Building Custom Datasets Implementation,Hands-on: Create and prepare custom dataset end-to-end,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Transfer Learning & Fine-tuning,Building Custom Datasets,,Tutorial,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Transfer Learning & Fine-tuning,Building Custom Datasets,,MCQ Practice,,,,,,,,,,,,,,
,,,,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,Object Detection Fundamentals,"Classification vs Detection vs Segmentation
Bounding box representation
IoU (Intersection over Union)
Precision, Recall, mAP metrics
Non-Maximum Suppression (NMS)
Anchor boxes concept",Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,Object Detection Fundamentals,,Tutorial,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,Object Detection Fundamentals,,MCQ Practice,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,Two-Stage Detectors (R-CNN Family),"Region-based detection approach
R-CNN: Selective Search + CNN
Fast R-CNN: ROI Pooling
Faster R-CNN: Region Proposal Networks (RPN)
Feature Pyramid Networks (FPN)",Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,Two-Stage Detectors (R-CNN Family),,Tutorial,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,Two-Stage Detectors (R-CNN Family),,MCQ Practice,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,One-Stage Detectors (YOLO & SSD),"One-stage vs two-stage tradeoffs
YOLO evolution: v1 → v3 → v5 → v8
YOLO architecture deep dive
SSD (Single Shot Detector)
RetinaNet and Focal Loss
Speed vs accuracy comparison",Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,One-Stage Detectors (YOLO & SSD) Implementation,Hands-on: Real-time detection with YOLOv8,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,One-Stage Detectors (YOLO & SSD),,Tutorial,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,One-Stage Detectors (YOLO & SSD),,MCQ Practice,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,Object Detection Project,"End-to-end detection project setup
Custom dataset preparation for detection
Training YOLOv8 on custom data
Evaluation and error analysis
Model export (ONNX, TensorRT)
Deployment considerations
Hands-on: Complete detection pipeline for real-world use case

Split this into mupltiple sessions as per required",Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,Object Detection Project,,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,Object Detection Project,,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Object Detection,Object Detection Project,,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Segmentation Fundamentals,"Semantic vs Instance vs Panoptic segmentation
Pixel-wise classification
Evaluation metrics (IoU, Dice, pixel accuracy)
Fully Convolutional Networks (FCN)
Encoder-decoder architecture
Skip connections for fine details",Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Segmentation Fundamentals Implementation,Hands-on: Implement basic FCN for segmentation,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Segmentation Fundamentals,,Tutorial,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Segmentation Fundamentals,,MCQ Practice,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,U-Net & Encoder-Decoder Architectures,"U-Net architecture deep dive
Skip connections in U-Net
U-Net for medical imaging
SegNet architecture
PSPNet and pyramid pooling
DeepLab family (v1, v2, v3, v3+)
Atrous/Dilated convolutions",Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,U-Net & Encoder-Decoder Architectures Implementation,Hands-on: U-Net for medical image segmentation,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,U-Net & Encoder-Decoder Architectures,,Tutorial,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,U-Net & Encoder-Decoder Architectures,,MCQ Practice,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Instance & Panoptic Segmentation,"Instance segmentation: detecting + segmenting each object
Mask R-CNN architecture
ROI Align vs ROI Pooling
Panoptic segmentation (stuff + things)
Panoptic FPN",Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Instance & Panoptic Segmentation Implementation,Hands-on: Instance segmentation with Mask R-CNN,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Instance & Panoptic Segmentation,,Tutorial,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Instance & Panoptic Segmentation,,MCQ Practice,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Image Segmentation Project,"Dataset preparation for segmentation (masks, annotations)
Training U-Net/DeepLab on custom data
Data augmentation for segmentation
Handling class imbalance
Post-processing techniques
Hands-on: Complete segmentation pipeline

Split this based on project",Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Image Segmentation Project,,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Image Segmentation Project,,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Image Segmentation,Image Segmentation Project,,Session,,,,,,,,,,,,,,
AI Vision Systems: Detection & Segmentation,Capstone Project,Self-Driving Vision Module,"Project: Autonomous driving perception stack
Lane detection
Traffic sign recognition
Vehicle and pedestrian detection
Multi-task learning approach",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Introduction to Generative Models,"Discriminative vs Generative models
Why generate images?
Taxonomy: GANs, VAEs, Diffusion, Autoregressive
Applications: synthesis, editing, super-resolution, inpainting
Evaluation: FID, Inception Score, human evaluation",Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Introduction to Generative Models,,Tutorial,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Introduction to Generative Models,,MCQ Practice,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Generative Adversarial Networks (GANs),"GAN concept: Generator vs Discriminator
Minimax game formulation
Training dynamics and challenges
Mode collapse and training instability
DCGAN architecture
Conditional GANs",Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Generative Adversarial Networks (GANs) Implementation,Hands-on: Build and train DCGAN on faces,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Generative Adversarial Networks (GANs),,Tutorial,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Generative Adversarial Networks (GANs),,MCQ Practice,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Advanced GANs & Image-to-Image,"StyleGAN: style-based generation
Progressive growing
Pix2Pix: paired image translation
CycleGAN: unpaired translation
Image editing with GANs
Super-resolution (SRGAN, ESRGAN)
Hands-on: Style transfer with CycleGAN",Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Advanced GANs & Image-to-Image Implementation,,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Advanced GANs & Image-to-Image,,Tutorial,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Advanced GANs & Image-to-Image,,MCQ Practice,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Diffusion Models & Modern Generation,"Denoising Diffusion Probabilistic Models (DDPM)
Forward and reverse process
Score matching and denoising
Latent Diffusion Models
Stable Diffusion architecture overview
ControlNet for guided generation",Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Diffusion Models & Modern Generation Implementation,Hands-on: Using Stable Diffusion with custom prompts,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Diffusion Models & Modern Generation,,Tutorial,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Generative Models for Vision,Diffusion Models & Modern Generation,,MCQ Practice,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Attention Mechanisms in Vision,"What is attention? Intuition and motivation
Self-attention mechanism
Query, Key, Value computation
Scaled dot-product attention
Multi-head attention
Attention in CNNs (SE-Net, CBAM)",Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Attention Mechanisms in Vision Implementation,Hands-on: Implementing self-attention from scratch,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Attention Mechanisms in Vision,,Tutorial,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Attention Mechanisms in Vision,,MCQ Practice,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Vision Transformer (ViT),"Transformers from NLP to Vision
Image as sequence of patches
Patch embedding
Position embeddings for images
ViT architecture deep dive
ViT vs CNN comparison
Pre-training and fine-tuning ViT",Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Vision Transformer (ViT) Implementation,Hands-on: Implement ViT from scratch,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Vision Transformer (ViT),,Tutorial,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Vision Transformer (ViT),,MCQ Practice,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Modern Vision Transformers,"DeiT: Data-efficient Image Transformers
Swin Transformer: hierarchical ViT
BEiT: BERT pre-training for images
CLIP: Contrastive Language-Image Pre-training
DINO: Self-supervised ViT
Hybrid architectures (CNN + Transformer)",Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Modern Vision Transformers,Split the above session,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Modern Vision Transformers,Split the above session,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Vision-Language Models,"Multi-modal learning motivation
Image captioning architectures
Visual Question Answering (VQA)
CLIP deep dive
BLIP and BLIP-2
LLaVA and visual instruction tuning",Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Vision-Language Models Implementation,Hands-on: Image captioning with BLIP,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Vision-Language Models,,Tutorial,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Vision Transformers & Attention,Vision-Language Models,,MCQ Practice,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Self-Supervised Learning for Vision,"Why self-supervised learning?
Pretext tasks (rotation, jigsaw, colorization)
Contrastive learning: SimCLR, MoCo
Non-contrastive: BYOL, SimSiam
Masked image modeling (MAE, BEiT)
Foundation models for vision
",Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Self-Supervised Learning for Vision,Split the above session into multiple sessions,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Self-Supervised Learning for Vision Implementation,Hands-on: Self-supervised pre-training with SimCLR,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Self-Supervised Learning for Vision,,Tutorial,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Self-Supervised Learning for Vision,,MCQ Practice,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Few-Shot & Zero-Shot Learning,"Learning with limited data
Meta-learning approaches
Prototypical networks
Matching networks
Zero-shot learning with attributes
CLIP for zero-shot classification",Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Few-Shot & Zero-Shot Learning Implementation,Hands-on: Few-shot classification with prototypical networks,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Few-Shot & Zero-Shot Learning,,Tutorial,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Few-Shot & Zero-Shot Learning,,MCQ Practice,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Explainability & Robustness,"Why explainability matters
CAM, Grad-CAM, Grad-CAM++
Integrated Gradients
SHAP and LIME for images
Adversarial examples and attacks (FGSM, PGD)
Adversarial training and defenses",Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Explainability & Robustness Implementation,Hands-on: Generating and defending adversarial examples,Session,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Explainability & Robustness,,Tutorial,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Advanced Topics,Explainability & Robustness,,MCQ Practice,,,,,,,,,,,,,,
Generative AI for Vision: Transformers & Diffusion Models,Capstone Project,AI-Powered Vision Application,"Project: End-to-end AI vision product
Combining detection + segmentation + classification
API development with FastAPI
Frontend integration
Cloud deployment (AWS, GCP, Azure)
Hands-on: Deploy complete vision AI application",Session,,,,,,,,,,,,,,
